officer_id,min(date),max(date),count,Date Range,Ratio
16791,1991-08-26T00:00:00.000+0000,2014-06-16T00:00:00.000+0000,14,8330,595
17028,1993-04-16T00:00:00.000+0000,1993-04-16T00:00:00.000+0000,1,0,0
17044,1990-10-04T00:00:00.000+0000,2007-05-05T00:00:00.000+0000,12,6057,504.75
17077,2009-04-05T00:00:00.000+0000,2016-01-17T00:00:00.000+0000,15,2478,165.2
17751,1989-09-21T00:00:00.000+0000,1996-04-27T00:00:00.000+0000,8,2410,301.25
17754,1994-02-04T00:00:00.000+0000,1994-02-04T00:00:00.000+0000,2,0,0
17775,1989-09-13T00:00:00.000+0000,2008-04-11T00:00:00.000+0000,11,6785,616.82
17783,1992-06-14T00:00:00.000+0000,2013-11-25T00:00:00.000+0000,24,7834,326.42
18382,1987-08-22T00:00:00.000+0000,1999-01-12T00:00:00.000+0000,27,4161,154.11
18503,1995-06-06T00:00:00.000+0000,1995-06-06T00:00:00.000+0000,1,0,0
19023,1989-10-06T00:00:00.000+0000,2003-12-14T00:00:00.000+0000,11,5182,471.09
19131,1992-10-08T00:00:00.000+0000,2012-08-02T00:00:00.000+0000,30,7238,241.27
19413,1992-10-15T00:00:00.000+0000,2003-09-08T00:00:00.000+0000,24,3980,165.83
19683,1986-11-14T00:00:00.000+0000,1986-11-14T00:00:00.000+0000,1,0,0
19868,2013-11-02T00:00:00.000+0000,2013-11-02T00:00:00.000+0000,1,0,0
21058,1984-04-18T00:00:00.000+0000,2009-07-07T00:00:00.000+0000,6,9211,1535.17
21121,2001-04-22T00:00:00.000+0000,2015-03-15T00:00:00.000+0000,27,5075,187.96
21633,2006-05-01T00:00:00.000+0000,2015-10-16T00:00:00.000+0000,11,3455,314.09
22951,1989-08-30T00:00:00.000+0000,2005-12-01T00:00:00.000+0000,30,5937,197.9
23144,2001-09-07T00:00:00.000+0000,2013-09-04T00:00:00.000+0000,8,4380,547.5
23868,1981-07-29T00:00:00.000+0000,1981-07-29T00:00:00.000+0000,1,0,0
24078,1999-09-30T00:00:00.000+0000,2015-09-04T00:00:00.000+0000,4,5818,1454.5
24504,2002-11-05T00:00:00.000+0000,2014-09-17T00:00:00.000+0000,10,4334,433.4
24719,1989-09-23T00:00:00.000+0000,2014-11-06T00:00:00.000+0000,12,9175,764.58
24747,1988-11-28T00:00:00.000+0000,1995-11-29T00:00:00.000+0000,16,2557,159.81
25106,1989-10-08T00:00:00.000+0000,1993-07-14T00:00:00.000+0000,3,1375,458.33
25203,2011-03-13T00:00:00.000+0000,2015-11-27T00:00:00.000+0000,8,1720,215
25638,1991-09-04T00:00:00.000+0000,2007-06-11T00:00:00.000+0000,20,5759,287.95
26111,1992-07-08T00:00:00.000+0000,1996-10-03T00:00:00.000+0000,2,1548,774
26128,1991-06-04T00:00:00.000+0000,1992-07-21T00:00:00.000+0000,9,413,45.89
26619,1982-12-21T00:00:00.000+0000,1982-12-21T00:00:00.000+0000,1,0,0
27214,1989-09-16T00:00:00.000+0000,2004-03-22T00:00:00.000+0000,48,5301,110.44
27266,2003-01-30T00:00:00.000+0000,2014-06-12T00:00:00.000+0000,8,4151,518.88
27471,1986-03-18T00:00:00.000+0000,1986-03-18T00:00:00.000+0000,1,0,0
28581,1996-03-27T00:00:00.000+0000,2012-08-21T00:00:00.000+0000,30,5991,199.7
28871,2002-08-02T00:00:00.000+0000,2015-07-24T00:00:00.000+0000,34,4739,139.38
29109,1989-10-14T00:00:00.000+0000,1997-05-20T00:00:00.000+0000,5,2775,555
29177,1991-05-24T00:00:00.000+0000,1992-04-10T00:00:00.000+0000,2,322,161
29942,1999-02-03T00:00:00.000+0000,2013-07-09T00:00:00.000+0000,27,5270,195.19
30330,2006-09-17T00:00:00.000+0000,2013-08-05T00:00:00.000+0000,4,2514,628.5
30525,2007-07-20T00:00:00.000+0000,2014-04-15T00:00:00.000+0000,10,2461,246.1
31350,2015-11-15T00:00:00.000+0000,2015-11-15T00:00:00.000+0000,1,0,0
31435,1991-12-28T00:00:00.000+0000,2003-06-03T00:00:00.000+0000,3,4175,1391.67
31834,1989-09-04T00:00:00.000+0000,2012-09-18T00:00:00.000+0000,56,8415,150.27
137,1984-06-29T00:00:00.000+0000,1992-04-08T00:00:00.000+0000,6,2840,473.33
251,2011-06-14T00:00:00.000+0000,2011-06-14T00:00:00.000+0000,1,0,0
451,2008-05-19T00:00:00.000+0000,2016-01-02T00:00:00.000+0000,15,2784,185.6
580,1993-06-08T00:00:00.000+0000,2003-06-05T00:00:00.000+0000,2,3649,1824.5
808,2002-02-02T00:00:00.000+0000,2014-12-01T00:00:00.000+0000,9,4685,520.56
1265,1999-06-02T00:00:00.000+0000,2009-10-12T00:00:00.000+0000,17,3785,222.65
1884,2003-11-10T00:00:00.000+0000,2014-07-30T00:00:00.000+0000,13,3915,301.15
1975,1998-06-16T00:00:00.000+0000,1998-06-16T00:00:00.000+0000,1,0,0
2025,1992-06-14T00:00:00.000+0000,1992-06-14T00:00:00.000+0000,1,0,0
2231,2017-08-10T00:00:00.000+0000,2017-08-10T00:00:00.000+0000,1,0,0
2259,1991-05-11T00:00:00.000+0000,2014-07-21T00:00:00.000+0000,32,8472,264.75
2443,1983-11-02T00:00:00.000+0000,1996-04-10T00:00:00.000+0000,3,4543,1514.33
2525,1999-10-22T00:00:00.000+0000,1999-10-22T00:00:00.000+0000,1,0,0
2721,1997-02-10T00:00:00.000+0000,2010-08-25T00:00:00.000+0000,15,4944,329.6
3089,1970-10-14T00:00:00.000+0000,1998-09-01T00:00:00.000+0000,18,10184,565.78
3098,1986-10-10T00:00:00.000+0000,1994-04-15T00:00:00.000+0000,2,2744,1372
3220,1989-09-01T00:00:00.000+0000,2005-11-28T00:00:00.000+0000,26,5932,228.15
3876,2001-04-14T00:00:00.000+0000,2015-06-08T00:00:00.000+0000,22,5168,234.91
3986,2005-08-14T00:00:00.000+0000,2016-05-12T00:00:00.000+0000,34,3924,115.41
4042,2001-05-04T00:00:00.000+0000,2008-10-24T00:00:00.000+0000,2,2730,1365
4078,2009-09-21T00:00:00.000+0000,2015-12-26T00:00:00.000+0000,23,2287,99.43
4186,2015-03-23T00:00:00.000+0000,2016-03-09T00:00:00.000+0000,2,352,176
4239,2007-08-10T00:00:00.000+0000,2014-12-11T00:00:00.000+0000,12,2680,223.33
4364,1995-04-21T00:00:00.000+0000,1997-04-01T00:00:00.000+0000,7,711,101.57
4684,1987-07-09T00:00:00.000+0000,1998-09-21T00:00:00.000+0000,6,4092,682
4937,1995-06-21T00:00:00.000+0000,2014-12-08T00:00:00.000+0000,7,7110,1015.71
5223,1989-10-11T00:00:00.000+0000,1999-04-16T00:00:00.000+0000,8,3474,434.25
5482,1988-05-18T00:00:00.000+0000,1997-02-25T00:00:00.000+0000,8,3205,400.63
6361,1996-11-02T00:00:00.000+0000,2007-09-10T00:00:00.000+0000,15,3964,264.27
6597,2015-12-05T00:00:00.000+0000,2015-12-05T00:00:00.000+0000,1,0,0
6598,2001-02-26T00:00:00.000+0000,2007-06-15T00:00:00.000+0000,37,2300,62.16
7098,1999-05-02T00:00:00.000+0000,2014-11-06T00:00:00.000+0000,13,5667,435.92
7644,1991-01-02T00:00:00.000+0000,1991-01-02T00:00:00.000+0000,1,0,0
8109,2001-07-07T00:00:00.000+0000,2010-08-18T00:00:00.000+0000,12,3329,277.42
8650,1990-12-28T00:00:00.000+0000,2008-11-07T00:00:00.000+0000,12,6524,543.67
8911,1994-07-19T00:00:00.000+0000,2013-07-22T00:00:00.000+0000,38,6943,182.71
9169,2007-05-24T00:00:00.000+0000,2009-06-16T00:00:00.000+0000,2,754,377
10468,2014-06-23T00:00:00.000+0000,2015-08-16T00:00:00.000+0000,5,419,83.8
10768,1988-02-12T00:00:00.000+0000,1998-01-23T00:00:00.000+0000,4,3633,908.25
11146,1994-06-19T00:00:00.000+0000,2006-09-12T00:00:00.000+0000,7,4468,638.29
11713,1999-08-17T00:00:00.000+0000,2015-09-06T00:00:00.000+0000,56,5864,104.71
12292,2006-09-26T00:00:00.000+0000,2015-07-10T00:00:00.000+0000,5,3209,641.8
12366,1991-02-23T00:00:00.000+0000,1995-10-26T00:00:00.000+0000,4,1706,426.5
13188,1991-09-14T00:00:00.000+0000,1998-07-09T00:00:00.000+0000,4,2490,622.5
13916,1990-10-27T00:00:00.000+0000,2001-08-12T00:00:00.000+0000,7,3942,563.14
14315,1989-11-11T00:00:00.000+0000,2011-02-12T00:00:00.000+0000,22,7763,352.86
14809,1986-08-09T00:00:00.000+0000,2010-05-08T00:00:00.000+0000,14,8673,619.5
14958,1991-04-28T00:00:00.000+0000,1998-09-18T00:00:00.000+0000,14,2700,192.86
15382,1999-03-24T00:00:00.000+0000,2013-07-15T00:00:00.000+0000,7,5227,746.71
15604,1997-03-07T00:00:00.000+0000,2012-09-18T00:00:00.000+0000,8,5674,709.25
16224,2001-02-04T00:00:00.000+0000,2012-10-30T00:00:00.000+0000,2,4286,2143
16828,1989-10-06T00:00:00.000+0000,2002-10-04T00:00:00.000+0000,8,4746,593.25
17223,2013-05-31T00:00:00.000+0000,2014-10-28T00:00:00.000+0000,3,515,171.67
17437,1986-02-16T00:00:00.000+0000,1999-03-18T00:00:00.000+0000,7,4778,682.57
18043,1987-08-22T00:00:00.000+0000,2012-10-02T00:00:00.000+0000,67,9173,136.91
18539,2002-09-23T00:00:00.000+0000,2016-05-10T00:00:00.000+0000,10,4978,497.8
18746,1994-05-11T00:00:00.000+0000,2009-08-09T00:00:00.000+0000,29,5569,192.03
18759,1989-09-14T00:00:00.000+0000,2013-05-27T00:00:00.000+0000,13,8656,665.85
18828,2004-05-11T00:00:00.000+0000,2014-05-11T00:00:00.000+0000,23,3652,158.78
18838,2017-12-07T00:00:00.000+0000,2017-12-07T00:00:00.000+0000,1,0,0
18884,1995-04-15T00:00:00.000+0000,2013-04-29T00:00:00.000+0000,6,6589,1098.17
19021,2008-07-17T00:00:00.000+0000,2013-11-25T00:00:00.000+0000,6,1957,326.17
19161,2007-12-12T00:00:00.000+0000,2015-04-29T00:00:00.000+0000,5,2695,539
19165,1990-03-18T00:00:00.000+0000,1992-05-11T00:00:00.000+0000,3,785,261.67
19729,1998-02-01T00:00:00.000+0000,1998-02-01T00:00:00.000+0000,1,0,0
20481,2004-06-01T00:00:00.000+0000,2014-07-11T00:00:00.000+0000,20,3692,184.6
20624,2002-10-07T00:00:00.000+0000,2002-12-16T00:00:00.000+0000,2,70,35
21296,1993-07-05T00:00:00.000+0000,2010-04-03T00:00:00.000+0000,12,6116,509.67
21394,1989-12-08T00:00:00.000+0000,1989-12-08T00:00:00.000+0000,1,0,0
21412,1989-12-02T00:00:00.000+0000,1995-05-04T00:00:00.000+0000,11,1979,179.91
21761,1994-02-25T00:00:00.000+0000,1994-05-09T00:00:00.000+0000,2,73,36.5
21938,1996-04-10T00:00:00.000+0000,2011-12-12T00:00:00.000+0000,22,5724,260.18
22107,1994-09-21T00:00:00.000+0000,2004-08-20T00:00:00.000+0000,4,3621,905.25
22185,1989-09-21T00:00:00.000+0000,1992-07-24T00:00:00.000+0000,9,1037,115.22
22225,1997-03-25T00:00:00.000+0000,2007-09-26T00:00:00.000+0000,6,3837,639.5
22965,1988-09-15T00:00:00.000+0000,1988-09-15T00:00:00.000+0000,1,0,0
23123,1991-04-24T00:00:00.000+0000,1995-07-02T00:00:00.000+0000,7,1530,218.57
23267,1997-07-17T00:00:00.000+0000,2002-10-09T00:00:00.000+0000,9,1910,212.22
23439,1997-08-24T00:00:00.000+0000,2001-09-10T00:00:00.000+0000,7,1478,211.14
23658,1991-07-08T00:00:00.000+0000,2001-09-29T00:00:00.000+0000,5,3736,747.2
24200,1987-03-12T00:00:00.000+0000,2001-06-02T00:00:00.000+0000,8,5196,649.5
24690,1993-05-30T00:00:00.000+0000,2001-06-04T00:00:00.000+0000,5,2927,585.4
25639,1997-04-29T00:00:00.000+0000,2002-08-06T00:00:00.000+0000,4,1925,481.25
26375,1992-09-15T00:00:00.000+0000,2004-11-05T00:00:00.000+0000,7,4434,633.43
26736,1987-07-09T00:00:00.000+0000,1987-07-09T00:00:00.000+0000,1,0,0
27030,1999-07-03T00:00:00.000+0000,2000-09-17T00:00:00.000+0000,3,442,147.33
27255,1987-10-31T00:00:00.000+0000,1989-11-08T00:00:00.000+0000,2,739,369.5
27466,1997-08-24T00:00:00.000+0000,1997-08-24T00:00:00.000+0000,1,0,0
27480,1996-11-02T00:00:00.000+0000,2013-10-13T00:00:00.000+0000,16,6189,386.81
27602,1989-12-15T00:00:00.000+0000,2002-06-25T00:00:00.000+0000,35,4575,130.71
27609,2003-02-28T00:00:00.000+0000,2010-09-08T00:00:00.000+0000,5,2749,549.8
27733,1996-10-22T00:00:00.000+0000,2016-05-26T00:00:00.000+0000,19,7156,376.63
27977,1993-10-09T00:00:00.000+0000,1999-01-04T00:00:00.000+0000,11,1913,173.91
28893,1991-08-12T00:00:00.000+0000,2001-06-19T00:00:00.000+0000,2,3599,1799.5
29225,1993-09-18T00:00:00.000+0000,2011-12-14T00:00:00.000+0000,27,6661,246.7
29483,2004-12-03T00:00:00.000+0000,2009-01-09T00:00:00.000+0000,9,1498,166.44
29566,2015-04-14T00:00:00.000+0000,2015-07-18T00:00:00.000+0000,3,95,31.67
29811,1998-06-10T00:00:00.000+0000,2010-04-20T00:00:00.000+0000,15,4332,288.8
29997,1990-10-12T00:00:00.000+0000,1993-08-18T00:00:00.000+0000,3,1041,347
30632,1990-10-12T00:00:00.000+0000,2001-02-09T00:00:00.000+0000,4,3773,943.25
30802,2006-05-11T00:00:00.000+0000,2016-03-02T00:00:00.000+0000,11,3583,325.73
31076,2003-03-09T00:00:00.000+0000,2015-06-23T00:00:00.000+0000,3,4489,1496.33
31275,1990-12-13T00:00:00.000+0000,2005-01-25T00:00:00.000+0000,22,5157,234.41
31290,1998-11-15T00:00:00.000+0000,2014-08-25T00:00:00.000+0000,26,5762,221.62
31380,2007-03-07T00:00:00.000+0000,2016-09-04T00:00:00.000+0000,13,3469,266.85
31447,1992-02-08T00:00:00.000+0000,1994-07-09T00:00:00.000+0000,4,882,220.5
31543,2011-05-19T00:00:00.000+0000,2011-05-19T00:00:00.000+0000,1,0,0
31759,2015-11-27T00:00:00.000+0000,2015-11-27T00:00:00.000+0000,1,0,0
31872,2004-05-25T00:00:00.000+0000,2015-06-03T00:00:00.000+0000,47,4026,85.66
31988,1991-12-16T00:00:00.000+0000,2004-11-18T00:00:00.000+0000,12,4721,393.42
32016,2001-05-13T00:00:00.000+0000,2014-09-05T00:00:00.000+0000,58,4863,83.84
32102,1995-05-20T00:00:00.000+0000,2004-08-28T00:00:00.000+0000,9,3388,376.44
32291,2006-08-25T00:00:00.000+0000,2014-11-19T00:00:00.000+0000,20,3008,150.4
32554,1992-07-20T00:00:00.000+0000,1992-07-20T00:00:00.000+0000,1,0,0
65,1997-11-09T00:00:00.000+0000,2015-04-22T00:00:00.000+0000,31,6373,205.58
879,2004-06-26T00:00:00.000+0000,2015-08-09T00:00:00.000+0000,6,4061,676.83
883,2010-03-20T00:00:00.000+0000,2014-04-09T00:00:00.000+0000,7,1481,211.57
1977,1989-11-29T00:00:00.000+0000,2007-03-27T00:00:00.000+0000,9,6327,703
2096,1989-10-06T00:00:00.000+0000,2005-01-10T00:00:00.000+0000,87,5575,64.08
2392,1989-10-10T00:00:00.000+0000,2015-11-20T00:00:00.000+0000,13,9537,733.62
2622,1984-06-13T00:00:00.000+0000,1997-02-28T00:00:00.000+0000,48,4643,96.73
2655,1993-01-09T00:00:00.000+0000,1999-01-17T00:00:00.000+0000,2,2199,1099.5
2833,2015-11-05T00:00:00.000+0000,2016-05-06T00:00:00.000+0000,2,183,91.5
2924,1993-05-07T00:00:00.000+0000,1995-07-05T00:00:00.000+0000,2,789,394.5
3377,2015-01-27T00:00:00.000+0000,2016-01-26T00:00:00.000+0000,3,364,121.33
3425,2001-04-13T00:00:00.000+0000,2015-06-28T00:00:00.000+0000,16,5189,324.31
3561,1989-12-17T00:00:00.000+0000,1997-04-02T00:00:00.000+0000,8,2663,332.88
3566,2004-02-27T00:00:00.000+0000,2015-09-07T00:00:00.000+0000,14,4210,300.71
3834,1987-04-11T00:00:00.000+0000,1995-02-12T00:00:00.000+0000,3,2864,954.67
3913,1984-04-24T00:00:00.000+0000,2004-03-18T00:00:00.000+0000,4,7268,1817
4000,1997-09-11T00:00:00.000+0000,2012-10-16T00:00:00.000+0000,19,5514,290.21
4294,1986-05-07T00:00:00.000+0000,2014-07-16T00:00:00.000+0000,44,10297,234.02
4307,1988-05-22T00:00:00.000+0000,1989-08-22T00:00:00.000+0000,2,457,228.5
4383,2015-10-26T00:00:00.000+0000,2015-12-06T00:00:00.000+0000,2,41,20.5
5157,1985-04-14T00:00:00.000+0000,1985-04-14T00:00:00.000+0000,1,0,0
5217,1991-08-22T00:00:00.000+0000,1995-04-13T00:00:00.000+0000,2,1330,665
5513,1987-07-06T00:00:00.000+0000,1997-02-08T00:00:00.000+0000,5,3505,701
5682,2001-11-28T00:00:00.000+0000,2015-07-29T00:00:00.000+0000,14,4991,356.5
5695,1989-12-24T00:00:00.000+0000,1992-08-28T00:00:00.000+0000,7,978,139.71
5740,1989-07-04T00:00:00.000+0000,1994-01-20T00:00:00.000+0000,2,1661,830.5
6154,1993-04-06T00:00:00.000+0000,1995-01-26T00:00:00.000+0000,4,660,165
6301,1991-12-29T00:00:00.000+0000,2013-07-31T00:00:00.000+0000,23,7885,342.83
6500,1988-04-03T00:00:00.000+0000,2001-10-30T00:00:00.000+0000,4,4958,1239.5
6934,2001-06-11T00:00:00.000+0000,2011-06-11T00:00:00.000+0000,8,3652,456.5
6962,2007-12-10T00:00:00.000+0000,2008-10-28T00:00:00.000+0000,3,323,107.67
7333,2008-06-08T00:00:00.000+0000,2016-01-24T00:00:00.000+0000,5,2786,557.2
8211,2007-10-16T00:00:00.000+0000,2007-10-16T00:00:00.000+0000,1,0,0
8501,2007-04-10T00:00:00.000+0000,2015-05-16T00:00:00.000+0000,7,2958,422.57
8665,1983-05-23T00:00:00.000+0000,1991-02-16T00:00:00.000+0000,3,2826,942
8716,2016-02-18T00:00:00.000+0000,2016-02-18T00:00:00.000+0000,1,0,0
9206,1995-01-01T00:00:00.000+0000,2011-10-15T00:00:00.000+0000,8,6131,766.38
9597,2014-08-09T00:00:00.000+0000,2016-06-28T00:00:00.000+0000,8,689,86.13
9647,1994-06-03T00:00:00.000+0000,2004-05-01T00:00:00.000+0000,17,3620,212.94
9775,1990-12-14T00:00:00.000+0000,2014-01-21T00:00:00.000+0000,7,8439,1205.57
10032,1986-01-05T00:00:00.000+0000,1986-01-05T00:00:00.000+0000,1,0,0
10527,1989-11-12T00:00:00.000+0000,2006-03-10T00:00:00.000+0000,19,5962,313.79
10567,2016-03-18T00:00:00.000+0000,2016-03-18T00:00:00.000+0000,1,0,0
10632,2008-01-17T00:00:00.000+0000,2014-05-02T00:00:00.000+0000,10,2297,229.7
10815,2015-05-13T00:00:00.000+0000,2015-05-13T00:00:00.000+0000,1,0,0
10840,1988-02-07T00:00:00.000+0000,1994-02-18T00:00:00.000+0000,4,2203,550.75
11352,2006-12-03T00:00:00.000+0000,2015-07-04T00:00:00.000+0000,12,3135,261.25
11520,1993-02-03T00:00:00.000+0000,2014-07-19T00:00:00.000+0000,31,7836,252.77
11745,1987-01-24T00:00:00.000+0000,1997-06-05T00:00:00.000+0000,3,3785,1261.67
11928,1992-03-30T00:00:00.000+0000,2009-01-12T00:00:00.000+0000,20,6132,306.6
12210,1995-05-27T00:00:00.000+0000,2012-08-01T00:00:00.000+0000,8,6276,784.5
12249,1989-10-05T00:00:00.000+0000,2006-02-13T00:00:00.000+0000,15,5975,398.33
12284,1989-09-22T00:00:00.000+0000,2010-05-27T00:00:00.000+0000,17,7552,444.24
12322,1990-11-09T00:00:00.000+0000,1996-12-11T00:00:00.000+0000,7,2224,317.71
12607,2001-02-27T00:00:00.000+0000,2007-06-17T00:00:00.000+0000,3,2301,767
13225,1995-03-15T00:00:00.000+0000,2015-06-17T00:00:00.000+0000,5,7399,1479.8
13398,2000-12-06T00:00:00.000+0000,2003-10-27T00:00:00.000+0000,3,1055,351.67
13504,1995-05-08T00:00:00.000+0000,2009-02-09T00:00:00.000+0000,7,5026,718
13765,1989-10-06T00:00:00.000+0000,2001-04-14T00:00:00.000+0000,32,4208,131.5
13795,1982-11-23T00:00:00.000+0000,2006-03-20T00:00:00.000+0000,20,8518,425.9
13923,1991-02-25T00:00:00.000+0000,2004-04-20T00:00:00.000+0000,19,4803,252.79
14660,1991-07-27T00:00:00.000+0000,2003-07-31T00:00:00.000+0000,17,4387,258.06
14713,1998-10-14T00:00:00.000+0000,1998-10-14T00:00:00.000+0000,1,0,0
14752,1995-03-25T00:00:00.000+0000,2007-04-19T00:00:00.000+0000,10,4408,440.8
14770,1996-06-01T00:00:00.000+0000,1996-06-01T00:00:00.000+0000,1,0,0
14779,1994-08-06T00:00:00.000+0000,1996-07-01T00:00:00.000+0000,4,695,173.75
14944,2000-09-08T00:00:00.000+0000,2000-09-08T00:00:00.000+0000,2,0,0
15429,1985-12-22T00:00:00.000+0000,1997-09-07T00:00:00.000+0000,3,4277,1425.67
15960,2001-05-09T00:00:00.000+0000,2015-01-10T00:00:00.000+0000,14,4994,356.71
16094,1992-01-14T00:00:00.000+0000,2005-11-13T00:00:00.000+0000,16,5052,315.75
16117,1988-05-22T00:00:00.000+0000,1996-09-22T00:00:00.000+0000,7,3045,435
16232,1987-09-18T00:00:00.000+0000,2009-01-11T00:00:00.000+0000,8,7786,973.25
16706,1995-08-05T00:00:00.000+0000,1995-08-05T00:00:00.000+0000,1,0,0
16999,1990-12-01T00:00:00.000+0000,2009-08-19T00:00:00.000+0000,37,6836,184.76
17113,1991-04-16T00:00:00.000+0000,1995-12-03T00:00:00.000+0000,4,1692,423
17154,1995-03-28T00:00:00.000+0000,1995-03-28T00:00:00.000+0000,1,0,0
17190,1992-12-23T00:00:00.000+0000,2011-10-06T00:00:00.000+0000,7,6861,980.14
17836,1994-12-02T00:00:00.000+0000,2002-02-04T00:00:00.000+0000,19,2621,137.95
17950,1996-09-22T00:00:00.000+0000,1997-10-28T00:00:00.000+0000,2,401,200.5
18328,1985-03-26T00:00:00.000+0000,1994-05-17T00:00:00.000+0000,2,3339,1669.5
18334,1990-10-15T00:00:00.000+0000,2004-05-25T00:00:00.000+0000,14,4971,355.07
18529,2013-11-28T00:00:00.000+0000,2016-02-18T00:00:00.000+0000,4,812,203
18614,2000-08-29T00:00:00.000+0000,2016-02-25T00:00:00.000+0000,18,5658,314.33
18825,2002-05-19T00:00:00.000+0000,2014-03-04T00:00:00.000+0000,7,4307,615.29
19149,1992-10-14T00:00:00.000+0000,2010-10-28T00:00:00.000+0000,15,6588,439.2
19317,2016-05-29T00:00:00.000+0000,2016-05-29T00:00:00.000+0000,1,0,0
19396,2003-07-14T00:00:00.000+0000,2014-09-04T00:00:00.000+0000,14,4070,290.71
19531,2017-10-19T00:00:00.000+0000,2017-10-19T00:00:00.000+0000,1,0,0
20388,1989-09-24T00:00:00.000+0000,2014-08-13T00:00:00.000+0000,21,9089,432.81
20485,1985-01-07T00:00:00.000+0000,1985-01-07T00:00:00.000+0000,1,0,0
20719,1991-02-09T00:00:00.000+0000,2001-05-17T00:00:00.000+0000,20,3750,187.5
21035,1984-11-20T00:00:00.000+0000,1997-10-30T00:00:00.000+0000,30,4727,157.57
21151,2006-05-16T00:00:00.000+0000,2013-06-18T00:00:00.000+0000,10,2590,259
21389,1993-07-19T00:00:00.000+0000,2011-10-20T00:00:00.000+0000,24,6667,277.79
21675,1993-08-04T00:00:00.000+0000,1997-06-05T00:00:00.000+0000,7,1401,200.14
21769,1994-08-17T00:00:00.000+0000,1994-08-17T00:00:00.000+0000,1,0,0
21978,2005-07-19T00:00:00.000+0000,2005-07-19T00:00:00.000+0000,1,0,0
22064,2002-06-23T00:00:00.000+0000,2015-05-03T00:00:00.000+0000,15,4697,313.13
22215,1989-11-15T00:00:00.000+0000,2007-09-30T00:00:00.000+0000,15,6528,435.2
22652,2003-05-13T00:00:00.000+0000,2006-03-21T00:00:00.000+0000,2,1043,521.5
23362,1989-09-26T00:00:00.000+0000,2011-12-27T00:00:00.000+0000,28,8127,290.25
24254,2001-12-05T00:00:00.000+0000,2013-11-01T00:00:00.000+0000,10,4349,434.9
24258,2003-07-13T00:00:00.000+0000,2003-07-13T00:00:00.000+0000,1,0,0
24578,1995-05-13T00:00:00.000+0000,2001-08-17T00:00:00.000+0000,9,2288,254.22
24612,1994-10-28T00:00:00.000+0000,2015-04-19T00:00:00.000+0000,30,7478,249.27
24890,1993-12-02T00:00:00.000+0000,2015-07-04T00:00:00.000+0000,8,7884,985.5
25520,1991-01-25T00:00:00.000+0000,1991-01-25T00:00:00.000+0000,1,0,0
25742,1998-10-06T00:00:00.000+0000,1998-10-06T00:00:00.000+0000,1,0,0
26015,1994-08-23T00:00:00.000+0000,1996-09-20T00:00:00.000+0000,4,759,189.75
26490,2015-07-25T00:00:00.000+0000,2015-07-25T00:00:00.000+0000,1,0,0
26965,1994-12-12T00:00:00.000+0000,2004-05-03T00:00:00.000+0000,7,3430,490
27361,1991-07-24T00:00:00.000+0000,1991-07-24T00:00:00.000+0000,1,0,0
27633,1986-03-14T00:00:00.000+0000,1996-12-13T00:00:00.000+0000,9,3927,436.33
27683,1992-09-02T00:00:00.000+0000,2000-10-24T00:00:00.000+0000,4,2974,743.5
27708,1995-08-10T00:00:00.000+0000,2009-11-14T00:00:00.000+0000,2,5210,2605
27803,1991-02-10T00:00:00.000+0000,2002-08-15T00:00:00.000+0000,18,4204,233.56
27978,2000-07-08T00:00:00.000+0000,2010-11-02T00:00:00.000+0000,19,3769,198.37
28331,1989-11-21T00:00:00.000+0000,1989-11-21T00:00:00.000+0000,1,0,0
28343,1997-01-27T00:00:00.000+0000,2003-03-09T00:00:00.000+0000,7,2232,318.86
28505,1981-11-22T00:00:00.000+0000,1982-01-01T00:00:00.000+0000,2,40,20
28604,1992-01-22T00:00:00.000+0000,2000-06-09T00:00:00.000+0000,12,3061,255.08
29061,1996-01-23T00:00:00.000+0000,1996-01-23T00:00:00.000+0000,1,0,0
29453,2008-03-02T00:00:00.000+0000,2014-07-20T00:00:00.000+0000,3,2331,777
29714,2000-07-17T00:00:00.000+0000,2013-12-13T00:00:00.000+0000,13,4897,376.69
30320,1985-12-31T00:00:00.000+0000,2011-03-30T00:00:00.000+0000,23,9220,400.87
30751,1989-07-18T00:00:00.000+0000,2004-01-09T00:00:00.000+0000,19,5288,278.32
30809,1995-08-25T00:00:00.000+0000,2012-04-16T00:00:00.000+0000,28,6079,217.11
31317,1988-10-12T00:00:00.000+0000,1989-07-04T00:00:00.000+0000,2,265,132.5
31381,1989-09-03T00:00:00.000+0000,2013-09-18T00:00:00.000+0000,14,8781,627.21
31646,2008-05-19T00:00:00.000+0000,2014-01-30T00:00:00.000+0000,6,2082,347
31796,2010-11-17T00:00:00.000+0000,2015-05-24T00:00:00.000+0000,14,1649,117.79
31821,2003-09-07T00:00:00.000+0000,2014-02-04T00:00:00.000+0000,16,3803,237.69
32094,1990-09-20T00:00:00.000+0000,2001-02-21T00:00:00.000+0000,24,3807,158.63
32296,1995-05-20T00:00:00.000+0000,2015-02-20T00:00:00.000+0000,12,7216,601.33
255,2010-06-16T00:00:00.000+0000,2014-05-14T00:00:00.000+0000,5,1428,285.6
799,2003-09-30T00:00:00.000+0000,2013-07-29T00:00:00.000+0000,5,3590,718
1157,1990-11-13T00:00:00.000+0000,2005-02-04T00:00:00.000+0000,13,5197,399.77
